KEY_benef_loc;match_score;KEY_inegi_localidad
tecpan de galeana-tierra blanca;100;tecpan de galeana-tierra blanca
iguala de la independencia-zacacoyuca;100;iguala de la independencia-zacacoyuca
chilpancingo de los bravo-mohoneras;100;chilpancingo de los bravo-mohoneras
olinala-tepetitlan;100;olinala-tepetitlan
tlapa de comonfort-ahuatepec pueblo;100;tlapa de comonfort-ahuatepec pueblo
teloloapan-buenavista guadalupe;100;teloloapan-buenavista guadalupe
leonardo bravo-chichihualco;100;leonardo bravo-chichihualco
quechultenango-coscamila;100;quechultenango-coscamila
san miguel totolapan-yolotla;100;san miguel totolapan-yolotla
quechultenango-jalapa;100;quechultenango-jalapa
florencio villarreal-el tejoruco;100;florencio villarreal-el tejoruco
chilapa de alvarez-tecongo ii;100;chilapa de alvarez-tecongo ii
ixcateopan de cuauhtemoc-san juan;100;ixcateopan de cuauhtemoc-san juan
cuautepec-jalapa;100;cuautepec-jalapa
la union de isidoro montes de oca-chutla de nava;100;la union de isidoro montes de oca-chutla de nava
cutzamala de pinzon-san jose;100;cutzamala de pinzon-san jose
cutzamala de pinzon-cuataceo;100;cutzamala de pinzon-cuataceo
cutzamala de pinzon-el ojo de agua;100;cutzamala de pinzon-el ojo de agua
cutzamala de pinzon-la puchimita (la raisuda);100;cutzamala de pinzon-la puchimita (la raisuda)
cutzamala de pinzon-nuevo galeana;100;cutzamala de pinzon-nuevo galeana
cutzamala de pinzon-la joya;100;cutzamala de pinzon-la joya
coyuca de catalan-santo domingo;100;coyuca de catalan-santo domingo
teloloapan-corral zocote;100;teloloapan-corral zocote
cutzamala de pinzon-balderrama (orilla de balderrama);100;cutzamala de pinzon-balderrama (orilla de balderrama)
cutzamala de pinzon-el pochote;100;cutzamala de pinzon-el pochote
cutzamala de pinzon-las piedras;100;cutzamala de pinzon-las piedras
zirandaro-san jose del pilon;100;zirandaro-san jose del pilon
coyuca de catalan-chamacua de michilena;100;coyuca de catalan-chamacua de michilena
coyuca de catalan-san juan chamacua;100;coyuca de catalan-san juan chamacua
coyuca de catalan-rincon de chamacua;100;coyuca de catalan-rincon de chamacua
san luis acatlan-horcasitas (atotonilco de horcasitas);100;san luis acatlan-horcasitas (atotonilco de horcasitas)
tecoanapa-chautipa;100;tecoanapa-chautipa
san marcos-santa elena de la villa;100;san marcos-santa elena de la villa
general canuto a. neri-los encinos;100;general canuto a. neri-los encinos
tlapa de comonfort-zacualpan;100;tlapa de comonfort-zacualpan
chilapa de alvarez-el epazote;100;chilapa de alvarez-el epazote
copanatoyac-zacaixtlahuacan;100;copanatoyac-zacaixtlahuacan
ahuacuotzingo-san miguel ahuelican;100;ahuacuotzingo-san miguel ahuelican
general canuto a. neri-tianquizolco;100;general canuto a. neri-tianquizolco
general canuto a. neri-la providencia;100;general canuto a. neri-la providencia
tixtla de guerrero-el potrero;100;tixtla de guerrero-el potrero
azoyu-el macahuite;100;azoyu-el macahuite
igualapa-acalmani;100;igualapa-acalmani
copala-comunidad general enrique rodriguez [el campamento];100;copala-comunidad general enrique rodriguez [el campamento]
malinaltepec-colombia de guadalupe;100;malinaltepec-colombia de guadalupe
malinaltepec-espino blanco;100;malinaltepec-espino blanco
zapotitlan tablas-ahuixotitla;100;zapotitlan tablas-ahuixotitla
chilapa de alvarez-acatlan;100;chilapa de alvarez-acatlan
general canuto a. neri-encino solo;100;general canuto a. neri-encino solo
general canuto a. neri-sabino alto;100;general canuto a. neri-sabino alto
alcozauca de guerrero-ixcuinatoyac;100;alcozauca de guerrero-ixcuinatoyac
malinaltepec-tilapa;100;malinaltepec-tilapa
coyuca de catalan-los terrones;100;coyuca de catalan-los terrones
ajuchitlan del progreso-pocitos del balcon;100;ajuchitlan del progreso-pocitos del balcon
acapulco de juarez-amatillo;100;acapulco de juarez-amatillo
taxco de alarcon-axixintla;100;taxco de alarcon-axixintla
taxco de alarcon-paintla;100;taxco de alarcon-paintla
cuetzala del progreso-chilacachapa;100;cuetzala del progreso-chilacachapa
pedro ascencio alquisiras-el tecolote;100;pedro ascencio alquisiras-el tecolote
teloloapan-cruz grande;100;teloloapan-cruz grande
pedro ascencio alquisiras-cerro grande;100;pedro ascencio alquisiras-cerro grande
cutzamala de pinzon-la palmita (san jose la palmita);100;cutzamala de pinzon-la palmita (san jose la palmita)
cutzamala de pinzon-cutzamala de pinzon;100;cutzamala de pinzon-cutzamala de pinzon
cutzamala de pinzon-la laja;100;cutzamala de pinzon-la laja
cutzamala de pinzon-el remudadero;100;cutzamala de pinzon-el remudadero
cutzamala de pinzon-ixtapilla;100;cutzamala de pinzon-ixtapilla
cutzamala de pinzon-oxtotitlan (totitlan);100;cutzamala de pinzon-oxtotitlan (totitlan)
cutzamala de pinzon-el salitre (sirapitiro);100;cutzamala de pinzon-el salitre (sirapitiro)
cutzamala de pinzon-tupatarillo (tupatario);100;cutzamala de pinzon-tupatarillo (tupatario)
petatlan-la soledad (soledad de maciel);100;petatlan-la soledad (soledad de maciel)
cutzamala de pinzon-zacapuato (tepetates);100;cutzamala de pinzon-zacapuato (tepetates)
cutzamala de pinzon-los desposados;100;cutzamala de pinzon-los desposados
cutzamala de pinzon-rincon de tupatarillo;100;cutzamala de pinzon-rincon de tupatarillo
cutzamala de pinzon-el cirian;100;cutzamala de pinzon-el cirian
atlixtac-huitzapula (san pedro huitzapula sur);100;atlixtac-huitzapula (san pedro huitzapula sur)
iguala de la independencia-fermin rabadan cervantes;100;iguala de la independencia-fermin rabadan cervantes
jose joaquin de herrera-cacahuatepec;100;jose joaquin de herrera-cacahuatepec
chilapa de alvarez-tepozonalco;100;chilapa de alvarez-tepozonalco
atlixtac-san pedro huitzapula norte (huitzapula norte);100;atlixtac-san pedro huitzapula norte (huitzapula norte)
zapotitlan tablas-el rincon;100;zapotitlan tablas-el rincon
taxco de alarcon-tlamacazapa;100;taxco de alarcon-tlamacazapa
tlacoachistlahuaca-la trinidad;100;tlacoachistlahuaca-la trinidad
ometepec-cumbre de barranca honda;100;ometepec-cumbre de barranca honda
ometepec-arroyo barranca honda;100;ometepec-arroyo barranca honda
tepecoacuilco de trujano-san agustin oapan;100;tepecoacuilco de trujano-san agustin oapan
san luis acatlan-cuanacaxtitlan;100;san luis acatlan-cuanacaxtitlan
san luis acatlan-yoloxochitl;100;san luis acatlan-yoloxochitl
jose joaquin de herrera-tomactilican;100;jose joaquin de herrera-tomactilican
quechultenango-nanzintla;100;quechultenango-nanzintla
jose joaquin de herrera-tlatlajquitepec;100;jose joaquin de herrera-tlatlajquitepec
chilapa de alvarez-la mohonera;100;chilapa de alvarez-la mohonera
florencio villarreal-llano grande;100;florencio villarreal-llano grande
tixtla de guerrero-matlalapa;100;tixtla de guerrero-matlalapa
leonardo bravo-tepozonalco;100;leonardo bravo-tepozonalco
san marcos-piedra blanca;100;san marcos-piedra blanca
martir de cuilapan-apango;100;martir de cuilapan-apango
teloloapan-cerro alto;100;teloloapan-cerro alto
tixtla de guerrero-omeapa;100;tixtla de guerrero-omeapa
chilpancingo de los bravo-la haciendita;100;chilpancingo de los bravo-la haciendita
atoyac de alvarez-san vicente de benitez (san vicentito);100;atoyac de alvarez-san vicente de benitez (san vicentito)
quechultenango-santa fe;100;quechultenango-santa fe
san marcos-las vigas;100;san marcos-las vigas
atoyac de alvarez-el ciruelar;100;atoyac de alvarez-el ciruelar
atoyac de alvarez-san martin de las flores;100;atoyac de alvarez-san martin de las flores
mochitlan-san miguel;100;mochitlan-san miguel
san luis acatlan-pascala del oro;100;san luis acatlan-pascala del oro
tepecoacuilco de trujano-acayahualco;100;tepecoacuilco de trujano-acayahualco
huitzuco de los figueroa-tuliman;100;huitzuco de los figueroa-tuliman
iguala de la independencia-santa teresa;100;iguala de la independencia-santa teresa
tepecoacuilco de trujano-rincon de la cocina;100;tepecoacuilco de trujano-rincon de la cocina
tepecoacuilco de trujano-tierra colorada;100;tepecoacuilco de trujano-tierra colorada
zitlala-astillero;100;zitlala-astillero
tepecoacuilco de trujano-mayanalan;100;tepecoacuilco de trujano-mayanalan
huitzuco de los figueroa-acaquila;100;huitzuco de los figueroa-acaquila
azoyu-san isidro el puente (el puente);100;azoyu-san isidro el puente (el puente)
chilapa de alvarez-xicaixtlahuac (la laguna);100;chilapa de alvarez-xicaixtlahuac (la laguna)
quechultenango-naranjuelo;100;quechultenango-naranjuelo
huitzuco de los figueroa-ciudad de huitzuco;100;huitzuco de los figueroa-ciudad de huitzuco
quechultenango-jocutla;100;quechultenango-jocutla
huitzuco de los figueroa-quetzalapa;100;huitzuco de los figueroa-quetzalapa
copalillo-copalillo;100;copalillo-copalillo
atlixtac-caxitepec;100;atlixtac-caxitepec
atenango del rio-santiago zacango;100;atenango del rio-santiago zacango
cuetzala del progreso-ahuaxotitla;100;cuetzala del progreso-ahuaxotitla
tepecoacuilco de trujano-san miguel tecuiciapan;100;tepecoacuilco de trujano-san miguel tecuiciapan
acatepec-cerro pelon;100;acatepec-cerro pelon
mochitlan-monte alegre;100;mochitlan-monte alegre
acatepec-mexcalapa;100;acatepec-mexcalapa
acapulco de juarez-pueblo madero (el playon);100;acapulco de juarez-pueblo madero (el playon)
mochitlan-el rincon de tlapacholapa (el rincon);100;mochitlan-el rincon de tlapacholapa (el rincon)
acatepec-tres cruces;100;acatepec-tres cruces
acatepec-loma maguey;100;acatepec-loma maguey
acatepec-mexcaltepec;100;acatepec-mexcaltepec
acatepec-el capulin;100;acatepec-el capulin
atoyac de alvarez-cucuyachi;100;atoyac de alvarez-cucuyachi
acapulco de juarez-las tortolitas;100;acapulco de juarez-las tortolitas
acatepec-cerro tigre (cerro del tigre);100;acatepec-cerro tigre (cerro del tigre)
acatepec-xochitepec;100;acatepec-xochitepec
atoyac de alvarez-rio santiago;100;atoyac de alvarez-rio santiago
cualac-cualac;100;cualac-cualac
cualac-coatlaco;100;cualac-coatlaco
quechultenango-zalpizaco;100;quechultenango-zalpizaco
atlixtac-zoyapexco;100;atlixtac-zoyapexco
azoyu-azoyu;100;azoyu-azoyu
atoyac de alvarez-los valles;100;atoyac de alvarez-los valles
azoyu-maxmadi;100;azoyu-maxmadi
juchitan-agua zarca;100;juchitan-agua zarca
xalpatlahuac-igualita;100;xalpatlahuac-igualita
quechultenango-la parota;100;quechultenango-la parota
chilapa de alvarez-tepetlacingo;100;chilapa de alvarez-tepetlacingo
zitlala-topiltepec;100;zitlala-topiltepec
ahuacuotzingo-tepoxtlan;100;ahuacuotzingo-tepoxtlan
quechultenango-platanillo;100;quechultenango-platanillo
tlacoapa-tenamazapa;100;tlacoapa-tenamazapa
tecpan de galeana-el trapiche;100;tecpan de galeana-el trapiche
atoyac de alvarez-tres pasos;100;atoyac de alvarez-tres pasos
quechultenango-huiziltepec;100;quechultenango-huiziltepec
tixtla de guerrero-atliaca;100;tixtla de guerrero-atliaca
juchitan-san jose el capulin;100;juchitan-san jose el capulin
san luis acatlan-cerro limon;100;san luis acatlan-cerro limon
tlapa de comonfort-tlatzala;100;tlapa de comonfort-tlatzala
malinaltepec-el tejocote;100;malinaltepec-el tejocote
iliatenco-iliatenco;100;iliatenco-iliatenco
malinaltepec-linda vista;100;malinaltepec-linda vista
malinaltepec-ojo de agua de cuauhtemoc;100;malinaltepec-ojo de agua de cuauhtemoc
malinaltepec-llano de heno;100;malinaltepec-llano de heno
huamuxtitlan-coyahualco;100;huamuxtitlan-coyahualco
san luis acatlan-el meson;100;san luis acatlan-el meson
malinaltepec-la soledad;100;malinaltepec-la soledad
atlixtac-chalma;100;atlixtac-chalma
iliatenco-cerro ardilla;100;iliatenco-cerro ardilla
atlixtac-cacalotepec;100;atlixtac-cacalotepec
malinaltepec-la lucerna;100;malinaltepec-la lucerna
zirandaro-cupuan;100;zirandaro-cupuan
pungarabato-ciudad altamirano;100;pungarabato-ciudad altamirano
coahuayutla de jose maria izazaga-galeana de abajo;100;coahuayutla de jose maria izazaga-galeana de abajo
malinaltepec-moyotepec (moyotepec de juarez);100;malinaltepec-moyotepec (moyotepec de juarez)
leonardo bravo-tierra colorada;100;leonardo bravo-tierra colorada
malinaltepec-meson de ixtlahuac;100;malinaltepec-meson de ixtlahuac
san luis acatlan-pueblo hidalgo;100;san luis acatlan-pueblo hidalgo
acapulco de juarez-san martin el jovero;100;acapulco de juarez-san martin el jovero
zirandaro-guayameo;100;zirandaro-guayameo
cualac-xalmolapa;100;cualac-xalmolapa
malinaltepec-tierra colorada;100;malinaltepec-tierra colorada
malinaltepec-cerro el timbre (portezuelo la cienega);100;malinaltepec-cerro el timbre (portezuelo la cienega)
tlacoapa-metlapilapa;100;tlacoapa-metlapilapa
xalpatlahuac-zacatipa;100;xalpatlahuac-zacatipa
cuajinicuilapa-el quiza;100;cuajinicuilapa-el quiza
malinaltepec-colonia del obispo (loma del obispo);100;malinaltepec-colonia del obispo (loma del obispo)
malinaltepec-el rincon (santa cruz del rincon);100;malinaltepec-el rincon (santa cruz del rincon)
san luis acatlan-mixtecapa;100;san luis acatlan-mixtecapa
malinaltepec-laguna seca;100;malinaltepec-laguna seca
tlapa de comonfort-coachimalco;100;tlapa de comonfort-coachimalco
marquelia-cruz verde;100;marquelia-cruz verde
malinaltepec-el cocoyul;100;malinaltepec-el cocoyul
xochistlahuaca-llano del carmen;100;xochistlahuaca-llano del carmen
zihuatanejo de azueta-zihuatanejo;100;zihuatanejo de azueta-zihuatanejo
malinaltepec-colonia san mateo;100;malinaltepec-colonia san mateo
malinaltepec-loma del faisan;100;malinaltepec-loma del faisan
xochistlahuaca-los liros;100;xochistlahuaca-los liros
buenavista de cuellar-zacapalco;100;buenavista de cuellar-zacapalco
acatepec-yerba santa;100;acatepec-yerba santa
acapulco de juarez-alto del camaron;100;acapulco de juarez-alto del camaron
acapulco de juarez-agua del perro;100;acapulco de juarez-agua del perro
zitlala-rancho de las lomas;100;zitlala-rancho de las lomas
martir de cuilapan-la esperanza;100;martir de cuilapan-la esperanza
chilapa de alvarez-pantitlan;100;chilapa de alvarez-pantitlan
zitlala-tonalapa;100;zitlala-tonalapa
zitlala-pochahuizco;100;zitlala-pochahuizco
zitlala-mazatepec;100;zitlala-mazatepec
chilapa de alvarez-tlalpizaco ajacayan;100;chilapa de alvarez-tlalpizaco ajacayan
zitlala-viramontes;100;zitlala-viramontes
quechultenango-tlanipatitlan;100;quechultenango-tlanipatitlan
tecpan de galeana-colonia aguas blancas;100;tecpan de galeana-colonia aguas blancas
mochitlan-chacotla;100;mochitlan-chacotla
zitlala-rancho el progreso;100;zitlala-rancho el progreso
buenavista de cuellar-buenavista de cuellar;100;buenavista de cuellar-buenavista de cuellar
chilapa de alvarez-santa cruz;100;chilapa de alvarez-santa cruz
chilapa de alvarez-xulchuchuio;100;chilapa de alvarez-xulchuchuio
quechultenango-barrio nuevo;100;quechultenango-barrio nuevo
quechultenango-teocuitlapa;100;quechultenango-teocuitlapa
quechultenango-el naranjo;100;quechultenango-el naranjo
chilapa de alvarez-ahuacuotzintla;100;chilapa de alvarez-ahuacuotzintla
buenavista de cuellar-los pinos;100;buenavista de cuellar-los pinos
chilapa de alvarez-zizicazapa;100;chilapa de alvarez-zizicazapa
chilapa de alvarez-xochicalco;100;chilapa de alvarez-xochicalco
chilapa de alvarez-coatzingo;100;chilapa de alvarez-coatzingo
mochitlan-lagunilla;100;mochitlan-lagunilla
olinala-san antonio coyahuacan;100;olinala-san antonio coyahuacan
olinala-temalacatzingo;100;olinala-temalacatzingo
ahuacuotzingo-alpuyecancingo de las montanas;100;ahuacuotzingo-alpuyecancingo de las montanas
acapulco de juarez-barrio nuevo de los muertos;100;acapulco de juarez-barrio nuevo de los muertos
acapulco de juarez-el rincon;100;acapulco de juarez-el rincon
cualac-el tezoquio;100;cualac-el tezoquio
florencio villarreal-cruz grande;100;florencio villarreal-cruz grande
huamuxtitlan-santa cruz;100;huamuxtitlan-santa cruz
olinala-amatlicha;100;olinala-amatlicha
olinala-vista hermosa;100;olinala-vista hermosa
atoyac de alvarez-alcholoa;100;atoyac de alvarez-alcholoa
ixcateopan de cuauhtemoc-romita;100;ixcateopan de cuauhtemoc-romita
chilapa de alvarez-el refugio;100;chilapa de alvarez-el refugio
leonardo bravo-la felicidad de garcia suazo;100;leonardo bravo-la felicidad de garcia suazo
jose joaquin de herrera-hueycantenango;100;jose joaquin de herrera-hueycantenango
jose joaquin de herrera-cacalotepec;100;jose joaquin de herrera-cacalotepec
olinala-zicatlan;100;olinala-zicatlan
chilapa de alvarez-el jaguey;100;chilapa de alvarez-el jaguey
ahuacuotzingo-xitopontla;100;ahuacuotzingo-xitopontla
olinala-las minas (tlalchichiltipan);100;olinala-las minas (tlalchichiltipan)
olinala-chautipa;100;olinala-chautipa
florencio villarreal-la maquina de nexpa;100;florencio villarreal-la maquina de nexpa
olinala-san lazaro (tecojcosco);100;olinala-san lazaro (tecojcosco)
atoyac de alvarez-pie de la cuesta;100;atoyac de alvarez-pie de la cuesta
iguala de la independencia-el naranjo;100;iguala de la independencia-el naranjo
quechultenango-el aguacate;100;quechultenango-el aguacate
olinala-las anonas;100;olinala-las anonas
tlacoachistlahuaca-santa cruz yucucani;100;tlacoachistlahuaca-santa cruz yucucani
tlacoachistlahuaca-tlacoachistlahuaca;100;tlacoachistlahuaca-tlacoachistlahuaca
cualac-tecojcoyunca;100;cualac-tecojcoyunca
alpoyeca-san jose buenavista;100;alpoyeca-san jose buenavista
chilapa de alvarez-san angel;100;chilapa de alvarez-san angel
ahuacuotzingo-rincon penitas;100;ahuacuotzingo-rincon penitas
tepecoacuilco de trujano-san vicente palapa;100;tepecoacuilco de trujano-san vicente palapa
tlalixtaquilla de maldonado-ahuacatitlan (aguacatitlan);100;tlalixtaquilla de maldonado-ahuacatitlan (aguacatitlan)
